vehicletype,vehiclemodel,vehicleprimaryuse,vehicleregistrationnumber,label
2,80,9,12,37
2,80,9,6,37
2,80,9,8,37
2,79,9,11,37
2,79,9,12,37
0,87,9,2,37
2,88,9,3,37
0,87,9,1,37
2,80,9,33,37
0,122,9,5,37
2,88,9,5,37
0,122,9,4,37
2,80,9,12,37
2,75,9,4,37
2,88,9,1,37
2,79,9,1,37
2,88,1,2,37
2,79,9,7,37
0,87,9,2,37
0,87,9,3,37
2,79,9,2,37
2,80,9,2,37
2,80,9,16,37
2,80,9,21,37
2,79,9,4,37
2,79,9,1,37
2,79,11,1,37
2,79,9,2,37
2,88,9,4,37
2,79,9,6,37
2,80,2,3,37
2,79,9,2,37
2,98,9,2,39
2,121,9,1,39
0,119,9,3,39
2,120,9,2,39
2,98,9,1,39
2,121,9,12,39
2,121,9,9,39
2,121,9,23,39
0,119,9,12,39
2,121,9,21,39
2,97,9,3,39
2,120,9,2,39
0,119,9,11,39
2,98,9,4,39
2,97,9,1,39
0,21,9,2,39
2,120,9,1,39
0,119,9,30,39
0,21,9,14,39
0,119,9,9,39
0,119,9,6,39
2,120,1,1,39
2,121,9,15,39
2,97,9,5,39
0,119,9,9,39
2,121,9,11,39
0,119,9,17,39
2,121,9,19,39
2,120,9,3,39
2,98,9,2,39
0,21,9,9,39
0,119,9,2,39
2,112,9,1,39
2,120,1,1,39
2,97,9,1,39
0,21,9,5,39
2,121,9,12,39
2,120,9,10,39
0,119,9,3,39
0,119,9,7,39
0,119,9,1,39
2,121,9,3,39
2,112,9,1,39
2,121,9,22,39
0,21,9,7,39
2,120,9,6,39
2,120,9,14,39
0,21,9,5,39
0,21,9,17,39
2,112,9,4,39
2,121,9,1,39
2,120,9,8,39
2,120,9,9,39
0,119,9,8,39
2,121,9,2,39
0,119,9,8,39
2,120,9,3,39
0,21,9,8,39
0,119,9,17,39
2,121,9,14,39
0,119,9,8,39
2,121,9,14,39
0,119,9,3,39
2,97,9,5,39
0,21,9,18,39
0,119,9,18,39
2,120,9,17,39
0,21,9,6,39
2,120,9,3,39
0,119,9,16,39
0,119,9,3,39
2,120,9,11,39
0,119,9,30,39
2,121,9,1,39
2,121,9,15,39
2,121,9,2,39
2,121,9,12,39
0,21,9,12,39
2,120,9,1,39
2,97,9,4,39
2,121,9,19,39
2,121,9,9,39
2,112,9,2,39
2,112,9,3,39
2,121,9,20,39
2,121,9,20,39
0,119,9,19,39
2,120,9,13,39
0,21,9,4,39
0,119,9,9,39
2,121,9,1,39
2,121,9,2,39
2,97,9,1,39
0,119,9,7,39
2,121,9,2,39
2,121,9,6,39
2,120,9,1,39
0,119,9,20,39
2,98,9,4,39
0,21,9,18,39
2,121,9,2,39
0,119,9,15,39
2,120,1,1,39
0,119,9,13,39
2,121,9,20,39
2,120,9,9,39
2,121,9,1,39
0,21,9,17,39
2,112,9,1,39
2,98,9,3,39
0,21,9,5,39
0,119,9,21,39
0,119,9,9,39
2,121,9,13,39
2,121,9,5,39
0,21,9,11,39
2,121,9,14,39
2,112,9,3,39
2,120,9,1,39
2,121,9,2,39
0,21,9,5,39
2,121,9,21,39
2,112,9,3,39
2,121,9,21,39
2,121,9,18,39
0,119,9,9,39
0,119,9,2,39
0,119,9,19,39
2,120,9,17,39
2,120,9,13,39
2,97,9,7,39
2,121,9,16,39
0,119,9,5,39
2,97,9,5,39
0,21,9,13,39
0,119,9,1,39
0,119,9,16,39
0,119,9,11,39
0,119,9,13,39
2,121,9,19,39
0,119,9,8,39
2,120,9,5,39
2,112,9,3,39
2,97,9,6,39
2,121,9,15,39
2,112,9,4,39
0,119,9,9,39
0,119,9,8,39
2,120,9,6,39
2,120,9,9,39
2,120,9,6,39
2,121,9,2,39
0,119,9,16,39
0,119,9,17,39
2,120,9,17,39
0,119,9,17,39
2,97,9,1,39
2,120,9,3,39
2,121,9,19,39
0,119,9,24,39
2,121,9,1,39
0,119,9,9,39
2,121,9,14,39
2,121,9,8,39
0,119,9,16,39
2,120,9,14,39
2,120,1,1,39
0,119,9,2,39
2,98,9,2,39
2,120,1,2,39
0,119,9,7,39
2,121,9,10,39
0,119,9,1,39
0,119,9,4,39
0,21,9,16,39
2,121,9,21,39
0,119,9,18,39
2,121,9,22,39
2,98,9,2,39
2,121,9,10,39
2,121,9,11,39
0,21,9,6,39
0,21,9,7,39
2,121,9,18,39
2,121,9,1,39
0,21,9,14,39
2,120,9,16,39
0,119,9,26,39
2,120,9,2,39
2,121,9,22,39
2,121,9,2,39
0,21,9,3,39
0,119,9,17,39
0,21,9,5,39
2,121,9,4,39
2,121,9,15,39
2,121,9,5,39
0,119,9,9,39
2,98,9,4,39
2,120,9,7,39
2,97,9,1,39
0,119,9,16,39
2,121,9,2,39
2,120,9,2,39
2,97,9,2,39
2,121,9,19,39
0,21,9,1,39
2,98,9,1,39
0,119,9,17,39
0,119,9,11,39
2,120,9,5,39
2,112,9,4,39
2,121,9,18,39
2,98,9,4,39
2,121,9,2,39
0,21,9,7,39
2,121,9,16,39
2,121,9,15,39
0,119,9,14,39
2,120,1,1,39
2,120,9,1,39
2,121,9,20,39
2,97,9,1,39
0,119,9,4,39
0,119,9,16,39
2,121,9,1,39
2,97,9,5,39
2,121,9,20,39
0,119,9,11,39
2,121,9,11,39
2,121,9,5,39
0,119,9,12,39
0,21,9,12,39
2,121,9,1,39
2,97,9,6,39
2,121,9,3,39
0,119,9,12,39
2,120,1,1,39
2,97,9,5,39
0,21,9,3,39
0,21,9,5,39
0,21,9,13,39
0,119,9,6,39
2,121,9,8,39
2,98,9,3,39
2,121,9,8,39
2,121,9,14,39
0,119,9,16,39
2,121,9,17,39
0,21,9,8,39
2,121,9,7,39
0,119,9,12,39
0,21,9,12,39
2,98,9,4,39
2,121,9,4,39
2,120,1,1,39
2,121,9,21,39
2,112,9,3,39
0,21,9,4,39
2,121,9,12,39
2,98,9,4,39
2,97,9,1,39
0,119,9,5,39
0,119,9,17,39
2,121,9,15,39
2,121,9,17,39
0,21,9,6,39
2,97,9,3,39
2,121,9,6,39
0,21,9,7,39
0,119,9,17,39
2,121,9,1,39
0,21,9,5,39
0,119,9,9,39
2,98,9,1,39
2,121,9,20,39
0,119,9,23,39
2,120,9,12,39
2,121,9,3,39
0,21,9,8,39
0,119,9,22,39
0,119,9,22,39
0,21,9,9,39
2,112,9,3,39
2,121,9,5,39
2,121,9,7,39
0,21,9,6,39
2,98,9,3,39
0,119,9,12,39
2,121,9,18,39
2,120,9,2,39
2,120,9,6,39
0,121,9,24,39
2,120,9,1,39
0,119,9,2,39
2,121,9,8,39
2,121,9,11,39
0,119,9,10,39
2,120,9,2,39
0,21,9,1,39
2,120,9,3,39
2,97,9,8,39
0,119,9,29,39
2,120,9,2,39
2,121,9,2,39
2,98,9,2,39
0,119,9,3,39
2,121,9,20,39
2,121,9,6,39
2,121,9,17,39
2,120,9,12,39
2,120,9,3,39
2,97,9,2,39
2,120,9,4,39
2,121,9,22,39
2,121,9,19,39
2,97,9,2,39
2,97,9,3,39
2,121,9,20,39
2,120,9,5,39
2,98,9,2,39
2,98,9,3,39
2,97,9,3,39
0,21,9,8,39
2,97,9,3,39
0,119,9,2,39
0,119,9,2,39
2,120,9,15,39
0,119,9,24,39
2,120,9,8,39
2,121,9,2,39
2,121,9,23,39
2,120,9,1,39
2,97,9,6,39
0,119,9,16,39
2,120,9,4,39
2,121,9,6,39
2,120,9,5,39
0,21,9,5,39
0,119,9,7,39
0,119,9,14,39
2,121,9,20,39
2,121,9,21,39
2,120,9,1,39
0,119,9,19,39
0,119,9,17,39
0,119,9,7,39
2,121,9,13,39
0,21,9,11,39
2,98,9,4,39
2,120,9,13,39
0,119,9,19,39
2,97,9,6,39
0,21,9,8,39
0,21,9,13,39
2,121,9,7,39
0,21,9,8,39
2,121,9,19,39
2,112,9,3,39
2,121,9,15,39
2,121,9,20,39
2,120,9,13,39
0,21,9,14,39
2,121,9,15,39
2,121,9,20,39
2,120,9,12,39
2,121,1,1,39
2,97,9,6,39
0,119,9,14,39
2,121,9,3,39
0,21,9,4,39
0,119,9,17,39
2,112,9,3,39
2,121,9,1,39
2,120,9,1,39
2,121,9,18,39
2,120,9,3,39
0,119,9,3,39
2,120,9,1,39
0,119,9,29,39
2,98,9,2,39
0,21,9,13,39
2,120,9,14,39
2,121,9,19,39
2,120,1,1,39
2,121,9,21,39
2,97,9,4,39
0,119,9,6,39
2,98,9,4,39
2,98,9,3,39
0,119,9,2,39
2,121,9,4,39
2,120,9,16,39
0,21,9,11,39
2,120,1,1,39
0,119,9,16,39
0,119,9,1,39
2,121,9,10,39
2,120,9,2,39
0,119,9,14,39
2,121,9,8,39
2,120,9,11,39
0,119,9,15,39
2,97,9,4,39
0,119,9,8,39
2,120,9,8,39
0,119,9,24,39
0,21,9,7,39
2,120,9,15,39
2,112,9,3,39
2,120,9,14,39
2,120,9,2,39
2,120,9,4,39
2,98,9,4,39
0,119,9,15,39
2,121,9,13,39
2,121,9,21,39
0,21,9,3,39
2,121,9,1,39
2,120,9,2,39
2,121,9,4,39
2,120,9,3,39
2,121,1,1,39
0,119,9,2,39
0,119,9,14,39
0,119,9,17,39
2,97,9,2,39
2,121,9,15,39
0,119,9,11,39
0,119,9,10,39
2,121,9,4,39
2,98,9,2,39
0,119,9,30,39
0,119,9,18,39
0,119,9,14,39
0,21,9,10,39
2,121,9,14,39
2,120,9,12,39
2,120,9,11,39
2,121,9,19,39
0,119,9,6,39
0,21,9,12,39
2,121,9,4,39
2,121,9,13,39
0,21,9,2,39
0,21,9,8,39
2,112,9,2,39
0,21,9,10,39
2,120,9,2,39
2,112,9,3,39
2,98,9,2,39
0,119,9,5,39
0,119,9,16,39
0,21,9,3,39
2,97,9,2,39
2,120,9,3,39
0,119,9,18,39
0,21,9,14,39
2,97,9,4,39
2,121,9,13,39
2,120,9,10,39
2,120,9,7,39
0,119,9,26,39
2,121,9,4,39
2,97,9,4,39
0,21,9,5,39
2,121,9,12,39
0,119,9,16,39
2,120,9,5,39
0,21,9,9,39
2,97,9,5,39
0,21,9,9,39
2,121,9,1,39
0,119,9,8,39
2,121,9,18,39
0,119,9,2,39
2,120,9,1,39
0,119,9,5,39
2,112,9,2,39
2,120,9,15,39
0,119,9,21,39
2,97,9,2,39
2,97,9,1,39
2,120,9,4,39
2,121,9,13,39
2,121,9,9,39
2,120,9,7,39
0,119,9,15,39
0,119,9,8,39
0,119,9,11,39
0,119,9,11,39
0,119,9,22,39
2,97,9,7,39
0,119,9,17,39
2,121,9,6,39
0,119,9,9,39
0,21,9,1,39
0,21,9,11,39
2,120,9,2,39
0,21,9,14,39
2,98,9,1,39
0,119,9,11,39
2,121,9,16,39
2,121,9,18,39
2,121,9,3,39
0,119,9,6,39
0,119,9,8,39
0,119,9,22,39
0,119,9,11,39
2,121,9,7,39
2,121,9,9,39
2,121,9,18,39
2,120,9,1,39
0,119,9,1,39
2,120,9,13,39
0,119,9,22,39
2,121,1,1,39
2,120,9,1,39
2,120,9,2,39
0,119,9,7,39
0,21,9,17,39
0,119,9,17,39
0,119,9,6,39
2,121,9,17,39
2,120,9,15,39
2,121,9,4,39
2,112,9,2,39
0,119,9,19,39
2,121,9,2,39
2,97,9,4,39
0,119,9,14,39
2,121,9,12,39
2,121,9,11,39
0,119,9,21,39
2,97,9,1,39
2,120,9,11,39
2,97,9,4,39
2,121,9,8,39
0,119,9,16,39
0,21,9,17,39
2,98,9,1,39
2,98,9,4,39
2,98,9,2,39
2,120,9,17,39
0,119,9,15,39
0,21,9,12,39
0,21,9,9,39
2,121,9,1,39
2,121,9,13,39
2,97,9,3,39
2,120,9,9,39
2,120,9,2,39
2,120,9,10,39
2,120,9,8,39
2,97,9,4,39
2,121,9,1,39
2,120,9,1,39
2,120,9,16,39
2,120,9,16,39
0,21,9,7,39
2,121,9,1,39
2,121,9,20,39
2,120,9,8,39
2,98,9,1,39
2,121,9,2,39
0,119,9,22,39
2,121,9,1,39
2,97,9,2,39
0,21,9,2,39
2,121,9,15,39
2,120,9,2,39
2,97,9,2,39
0,119,9,9,39
0,119,9,16,39
0,21,9,5,39
2,120,9,9,39
0,119,9,10,39
2,98,9,2,39
2,121,9,23,39
2,98,9,3,39
0,21,9,1,39
0,21,9,2,39
2,98,9,3,39
2,121,9,22,39
2,121,9,23,39
2,120,9,15,39
0,21,9,2,39
0,119,9,25,39
2,120,9,11,39
0,21,9,3,39
2,121,9,22,39
2,120,9,3,39
2,120,9,9,39
2,97,9,3,39
2,112,9,3,39
2,121,9,14,39
0,119,9,16,39
0,119,9,5,39
2,112,9,3,39
2,120,9,4,39
2,120,9,3,39
2,120,9,13,39
0,119,9,6,39
2,97,9,4,39
2,121,9,1,39
2,120,9,4,39
2,121,9,12,39
2,120,9,7,39
0,119,9,13,39
0,21,9,13,39
0,119,9,5,39
2,97,9,5,39
0,119,9,3,39
0,119,9,5,39
2,120,9,7,39
2,121,9,9,39
2,120,9,1,39
0,119,9,17,39
2,121,9,2,39
2,121,9,22,39
0,119,9,25,39
0,119,9,14,39
2,98,9,1,39
0,119,9,8,39
0,21,9,11,39
2,121,9,22,39
2,121,9,7,39
2,120,9,8,39
2,98,9,3,39
0,119,9,24,39
2,121,9,6,39
2,121,9,8,39
0,119,9,12,39
2,97,9,1,39
2,120,9,4,39
2,121,9,21,39
2,120,9,2,39
2,121,9,6,39
0,21,9,7,39
2,121,9,2,39
2,121,9,18,39
2,121,9,6,39
0,119,9,18,39
0,21,9,5,39
2,120,9,4,39
0,21,9,11,39
2,121,9,19,39
2,121,9,2,39
2,120,9,8,39
0,119,9,15,39
0,119,9,9,39
0,21,9,10,39
0,21,9,11,39
0,119,9,10,39
2,121,9,5,39
2,121,9,3,39
0,21,9,8,39
2,112,9,1,39
0,119,9,4,39
2,112,9,3,39
2,121,9,1,39
0,119,9,6,39
0,21,9,5,39
2,121,9,1,39
2,121,9,3,39
0,119,9,2,39
0,119,9,9,39
2,120,9,1,39
2,121,9,20,39
2,97,9,4,39
0,119,9,23,39
2,120,9,2,39
0,21,9,11,39
0,119,9,14,39
2,121,9,12,39
2,121,9,23,39
2,120,9,5,39
0,119,9,9,39
